Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Привод,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес 
Kia Ceed I Рестайлинг,580000,2012,235000,универсал 5 дв.,чёрный,1.6,125,Бензин,4250,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104047007-8467b0e0/
Kia Ceed I,310000,2008,274000,универсал 5 дв.,синий,1.6,122,Бензин,3660,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103978346-bb686e86/
Kia Ceed I,345000,2008,146900,хэтчбек 5 дв.,синий,2.0,143,Бензин,4862,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103987487-81b6c09f/
Kia Ceed III,1499000,2020,4598,универсал 5 дв.,серый,1.6,128,Бензин,3200,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103686237-b690f83e/
Kia Ceed II Рестайлинг,700000,2015,135000,универсал 5 дв.,чёрный,1.6,130,Бензин,2730,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103325710-bef16bc4/
Kia Ceed II Рестайлинг,555555,2015,82116,хэтчбек 5 дв.,белый,1.4,100,Бензин,1150,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1096994864-919e6926/
Kia Ceed II,750000,2013,145500,универсал 5 дв.,коричневый,1.6,129,Бензин,3225,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103975664-d959e023/
Kia Ceed II Рестайлинг,795000,2016,92530,хэтчбек 5 дв.,серый,1.6,130,Бензин,3250,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103309837-23017824/
Kia Ceed I,385000,2008,209000,хэтчбек 5 дв.,чёрный,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104049296-0cfd3596/
Kia Ceed II Рестайлинг,980000,2018,45000,универсал 5 дв.,синий,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103136086-a09b48a8/
Kia Ceed II Рестайлинг,950000,2018,65300,универсал 5 дв.,серебристый,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104021902-91134546/
Kia Ceed II,620000,2013,120000,хэтчбек 5 дв.,синий,1.6,129,Бензин,4386,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103791754-356a2e3f/
Kia Ceed III,1297000,2019,38500,универсал 5 дв.,серый,1.6,128,Бензин,4352,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103968533-6d1c2849/
Kia Ceed III,1405000,2020,23464,хэтчбек 5 дв.,серый,1.6,128,Бензин,4352,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103483214-92c92b2d/
Kia Ceed II Рестайлинг,900000,2016,86500,хэтчбек 5 дв.,чёрный,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103592865-0b43804f/
Kia Ceed III,1230000,2019,22000,хэтчбек 5 дв.,серебристый,1.6,128,Бензин,3840,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102932470-89803fab/
Kia Ceed II Рестайлинг,799000,2017,45000,хэтчбек 5 дв.,белый,1.6,130,Бензин,3250,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102507433-93069bb5/
Kia Ceed I,390000,2007,220000,хэтчбек 5 дв.,зелёный,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103760578-ce694403/
Kia Ceed II,830000,2014,42000,универсал 5 дв.,чёрный,1.6,129,Бензин,3870,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102204612-f1adc77e/
Kia Ceed II,600000,2014,120000,хэтчбек 3 дв.,белый,1.6,129,Бензин,4386,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103497425-19941ede/
Kia Ceed I,350000,2008,193000,хэтчбек 5 дв.,серебристый,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103834465-34be5df5/
Kia Ceed I,419990,2008,250000,универсал 5 дв.,синий,1.6,115,Дизель,3910,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103083625-ee245e73/
Kia Ceed II,859000,2015,55036,хэтчбек 5 дв.,красный,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1099812850-a72fd924/
Kia Ceed III,1180000,2019,59000,универсал 5 дв.,коричневый,1.6,128,Бензин,3738,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103852907-ddb6adfe/
Kia Ceed I,465000,2009,138142,универсал 5 дв.,белый,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103955706-d89df189/
Kia Ceed I,415000,2009,166700,хэтчбек 5 дв.,чёрный,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104051099-caa2d2a2/
Kia Ceed I Рестайлинг,550000,2010,149000,универсал 5 дв.,серый,1.6,125,Бензин,3513,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103612085-96b7c868/
Kia Ceed II,810000,2015,129700,универсал 5 дв.,белый,1.6,129,Бензин,2580,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104034971-bbc2a70b/
Kia Ceed II,720000,2012,117000,универсал 5 дв.,серебристый,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103905577-e581758a/
Kia Ceed II Рестайлинг,810000,2016,85000,хэтчбек 5 дв.,чёрный,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102521015-0f206449/
Kia Ceed I Рестайлинг,470000,2010,230000,универсал 5 дв.,чёрный,1.6,125,Бензин,3650,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104008227-856acf9a/
Kia Ceed II,795000,2014,130000,хэтчбек 5 дв.,серебристый,1.6,129,Бензин,4386,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104020610-91ef012d/
Kia Ceed I,400000,2008,104000,хэтчбек 5 дв.,чёрный,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103667460-ff62e241/
Kia Ceed I,510000,2010,119000,хэтчбек 3 дв.,синий,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103518157-1d0eb354/
Kia Ceed II,750000,2014,115000,хэтчбек 5 дв.,чёрный,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103391913-863de4ca/
Kia Ceed I Рестайлинг,430000,2010,155500,хэтчбек 5 дв.,чёрный,1.4,109,Бензин,3706,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103928022-9357b72f/
Kia Ceed II,620000,2012,146500,хэтчбек 5 дв.,чёрный,1.6,129,Бензин,4386,механическая,передний,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103915189-93ad716b/
Kia Ceed I Рестайлинг,500000,2010,210000,хэтчбек 5 дв.,белый,1.6,125,Бензин,3750,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103997484-75315134/
Kia Ceed III,1270000,2019,14200,хэтчбек 5 дв.,белый,1.6,128,Бензин,4352,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1101012845-64ed8a2b/
Kia Ceed II Рестайлинг,826000,2016,100000,универсал 5 дв.,белый,1.6,130,Бензин,3250,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103996379-c3f60f68/
Kia Ceed II,735000,2013,130000,хэтчбек 5 дв.,чёрный,1.6,129,Бензин,2709,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1094670320-44940337/
Kia Ceed I,420000,2008,179000,хэтчбек 5 дв.,серый,1.6,115,Бензин,2300,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103826226-c2666c04/
Kia Ceed II,790000,2015,101500,универсал 5 дв.,белый,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104042275-ff524e5c/
Kia Ceed II,750000,2013,164000,хэтчбек 5 дв.,серый,1.6,129,Бензин,3225,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103905837-3208f9d7/
Kia Ceed II,750000,2015,99000,хэтчбек 5 дв.,белый,1.6,129,Бензин,4386,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103452682-15c16f2f/
Kia Ceed II,645000,2012,90950,хэтчбек 5 дв.,серебристый,1.6,129,Бензин,2580,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103924907-783806bc/
Kia Ceed II Рестайлинг,830000,2015,46300,хэтчбек 5 дв.,коричневый,1.6,130,Бензин,3796,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103781973-674412ce/
Kia Ceed I,410000,2008,170000,хэтчбек 5 дв.,серебристый,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103256065-2f7c1d3a/
Kia Ceed I Рестайлинг,497000,2010,163715,хэтчбек 5 дв.,синий,1.6,125,Бензин,4250,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104005702-2548dff6/
Kia Ceed II Рестайлинг,990000,2017,61000,хэтчбек 5 дв.,синий,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103982451-9ec8ef80/
Kia Ceed I,430000,2008,242000,хэтчбек 3 дв.,синий,1.6,122,Бензин,2440,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103243153-61b7a672/
Kia Ceed I Рестайлинг,600000,2010,141000,универсал 5 дв.,коричневый,1.6,125,Бензин,4250,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103861942-6a33d7f6/
Kia Ceed II,680000,2013,165000,хэтчбек 5 дв.,красный,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103754160-81dbda0c/
Kia Ceed II,700000,2015,171000,хэтчбек 5 дв.,коричневый,1.6,129,Бензин,4386,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103820663-21987e74/
Kia Ceed I Рестайлинг,560000,2011,168000,хэтчбек 3 дв.,серебристый,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103790237-aded76c3/
Kia Ceed I,430000,2007,144194,хэтчбек 5 дв.,чёрный,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1101620277-dcda619f/
Kia Ceed II,780000,2015,116074,универсал 5 дв.,серебристый,1.6,129,Бензин,2709,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103118840-20fd1bd4/
Kia Ceed I Рестайлинг,700000,2011,63000,универсал 5 дв.,серый,1.6,125,Бензин,2500,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103478400-aaed7692/
Kia Ceed II,750000,2014,166280,хэтчбек 3 дв.,серебристый,1.6,129,Бензин,4386,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103407592-a1d5999b/
Kia Ceed II Рестайлинг,1150000,2017,49000,хэтчбек 5 дв.,серебристый,1.6,130,Бензин,3900,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103460366-142a1743/
Kia Ceed I,220000,2008,350000,хэтчбек 3 дв.,синий,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103658264-c68e8b4e/
Kia Ceed I Рестайлинг,629000,2012,89000,хэтчбек 5 дв.,красный,1.6,125,Бензин,2500,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103818172-9f3c3ee9/
Kia Ceed II,760000,2014,157777,хэтчбек 5 дв.,красный,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102340083-9a238de2/
Kia Ceed II Рестайлинг,750000,2016,102000,хэтчбек 5 дв.,красный,1.6,130,Бензин,2600,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1090126134-11c0ec58/
Kia Ceed I,465000,2008,252909,универсал 5 дв.,синий,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103284023-5be7d88c/
Kia Ceed II Рестайлинг,865000,2015,95000,универсал 5 дв.,серебристый,1.6,130,Бензин,3250,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104017906-e62a1fba/
Kia Ceed II,715000,2013,119000,хэтчбек 5 дв.,бежевый,1.6,129,Бензин,2709,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103771085-dd40eba1/
Kia Ceed III,1380000,2019,45000,универсал 5 дв.,синий,1.6,128,Бензин,4352,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103961947-94a1896d/
Kia Ceed II,880000,2013,98000,универсал 5 дв.,белый,1.6,129,Бензин,3767,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102965713-f57ca775/
Kia Ceed II,680000,2013,131000,хэтчбек 5 дв.,белый,1.6,129,Бензин,3767,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103409854-ee517cfe/
Kia Ceed II,670000,2014,200000,универсал 5 дв.,чёрный,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102868719-0448d6c7/
Kia Ceed I,395000,2008,214000,универсал 5 дв.,синий,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103519523-6012c250/
Kia Ceed III,1490000,2018,50000,хэтчбек 5 дв.,белый,1.6,128,Бензин,2560,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1101231234-d9dc62f8/
Kia Ceed II Рестайлинг,789000,2015,135000,универсал 5 дв.,чёрный,1.6,135,Бензин,2835,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103355704-c9f1ce02/
Kia Ceed III,1150000,2018,33000,хэтчбек 5 дв.,серебристый,1.6,128,Бензин,4352,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103941822-d9e833b7/
Kia Ceed II Рестайлинг,910000,2018,115000,хэтчбек 5 дв.,белый,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104053741-63f352ac/
Kia Ceed I,420000,2008,173498,хэтчбек 5 дв.,голубой,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102869326-a2d2be43/
Kia Ceed I,395000,2009,169801,хэтчбек 5 дв.,чёрный,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103160864-58657aa8/
Kia Ceed II Рестайлинг,865000,2016,150000,хэтчбек 5 дв.,белый,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102968806-1121eca2/
Kia Ceed II Рестайлинг,1235000,2018,51000,универсал 5 дв.,серый,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103369060-551ce2e8/
Kia Ceed II,585000,2012,137000,хэтчбек 5 дв.,белый,1.4,100,Бензин,1000,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103909302-ca7a3adf/
Kia Ceed I,510000,2008,196000,универсал 5 дв.,серый,1.6,115,Дизель,3910,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103682125-a29941ed/
Kia Ceed II Рестайлинг,1120000,2018,42000,хэтчбек 5 дв.,белый,1.6,130,Бензин,2600,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103143187-c20c62ce/
Kia Ceed III,1350000,2018,25000,хэтчбек 5 дв.,чёрный,1.6,128,Бензин,4352,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1101991488-e892e14e/
Kia Ceed I Рестайлинг,530000,2011,98000,хэтчбек 3 дв.,серый,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103000658-e7dbb776/
Kia Ceed I,315000,2007,260000,хэтчбек 5 дв.,бежевый,1.4,109,Бензин,3706,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1096468844-1feed1b2/
Kia Ceed II Рестайлинг,730000,2017,164000,универсал 5 дв.,белый,1.6,130,Бензин,3900,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103653190-97a25e00/
Kia Ceed II Рестайлинг,999000,2015,49900,хэтчбек 3 дв.,чёрный,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103546648-9a103e20/
Kia Ceed I,449000,2008,262000,хэтчбек 3 дв.,серый,2.0,143,Бензин,4862,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103294687-027e64e2/
Kia Ceed III,1190000,2019,51000,универсал 5 дв.,белый,1.6,128,Бензин,4480,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103072391-f565665d/
Kia Ceed I Рестайлинг,545000,2010,200000,универсал 5 дв.,синий,1.6,125,Бензин,4250,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1100556528-3b85eab3/
Kia Ceed II Рестайлинг,1170000,2017,47729,хэтчбек 5 дв.,коричневый,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104047424-883b4fcb/
Kia Ceed III,1450000,2018,26000,хэтчбек 5 дв.,серебристый,1.6,128,Бензин,4352,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103501929-a010d8d3/
Kia Ceed II Рестайлинг,849000,2016,105000,хэтчбек 5 дв.,белый,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103401491-d7186873/
Kia Ceed II Рестайлинг,780000,2016,116000,универсал 5 дв.,белый,1.6,130,Бензин,4420,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102873079-21d20a7b/
Kia Ceed I Рестайлинг,753000,2012,68000,универсал 5 дв.,синий,1.6,125,Бензин,3650,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103823124-32b20327/
Kia Ceed I,480000,2008,178000,универсал 5 дв.,бежевый,1.6,115,Дизель,3910,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103603082-d99b1eee/
Kia Ceed II,650000,2013,225000,универсал 5 дв.,коричневый,1.6,129,Бензин,4386,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103183018-65339e54/
Kia Ceed I,370000,2008,220000,хэтчбек 5 дв.,серый,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103689222-e232f0fd/
Kia Ceed II,670000,2013,171000,хэтчбек 5 дв.,красный,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103992244-424a826a/
Kia Ceed II,710000,2012,133000,хэтчбек 5 дв.,серебристый,1.6,129,Бензин,2709,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102948158-9f3b65cf/
Kia Ceed III,1400000,2019,32000,хэтчбек 5 дв.,белый,1.6,128,Бензин,3738,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1100423084-20090231/
Kia Ceed I Рестайлинг,490000,2010,155180,хэтчбек 5 дв.,серый,1.4,109,Бензин,2180,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104037300-58da157b/
Kia Ceed I Рестайлинг,400000,2010,247000,хэтчбек 5 дв.,серебристый,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103986492-5b3d90dc/
Kia Ceed I,525000,2009,187381,хэтчбек 5 дв.,белый,1.6,122,Бензин,2562,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103144006-ed3fd8f5/
Kia Ceed III,1400000,2019,15000,универсал 5 дв.,чёрный,1.4,140,Бензин,4760,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103669757-1b34da6b/
Kia Ceed I Рестайлинг,530000,2011,283000,хэтчбек 5 дв.,синий,2.0,143,Бензин,4862,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103735052-1d72ab07/
Kia Ceed II Рестайлинг,1100000,2016,102000,хэтчбек 5 дв.,серебристый,1.6,135,Бензин,4590,роботизированная,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1075142835-93fd6095/
Kia Ceed I Рестайлинг,490000,2011,143000,хэтчбек 5 дв.,чёрный,1.4,109,Бензин,2289,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103966830-109cf143/
Kia Ceed I,450000,2008,282000,универсал 5 дв.,чёрный,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103993405-d132dc3d/
Kia Ceed I Рестайлинг,410000,2011,179000,хэтчбек 5 дв.,синий,1.4,109,Бензин,3706,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1066431776-d332832a/
