Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес
Skoda Rapid I Рестайлинг,1000000,2018,42000,лифтбек,оранжевый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103417185-df03c34e/
Skoda Rapid I,600000,2014,136000,лифтбек,голубой,1.6,105,Бензин,3570,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102977995-c189d396/
Skoda Rapid I,725000,2016,105215,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1101625450-d8200ecb/
Skoda Rapid I,539999,2016,252361,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102919201-b631f922/
Skoda Rapid I,420000,2015,193000,лифтбек,белый,1.6,105,Бензин,3570,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1082812846-133d16cf/
Skoda Rapid I Рестайлинг,900000,2017,60000,лифтбек,чёрный,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103114835-90ab1bc5/
Skoda Rapid I,700000,2017,184000,лифтбек,белый,1.6,110,"Бензин, газобаллонное оборудование",3300,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1090796252-7553f821/
Skoda Rapid I,440000,2016,220000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1090547818-a557af80/
Skoda Rapid I Рестайлинг,690000,2018,140000,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103443704-73973116/
Skoda Rapid I Рестайлинг,920000,2017,125000,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103420248-5103bc80/
Skoda Rapid I,470000,2014,210000,лифтбек,белый,1.2,75,Бензин,750,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103209281-be17c0cd/
Skoda Rapid I,760000,2016,95318,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103590207-91c462cd/
Skoda Rapid I,630000,2016,180000,лифтбек,серебристый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103473104-4d47fc85/
Skoda Rapid I,850000,2014,90000,лифтбек,синий,1.6,105,Бензин,2100,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103485584-cc887a59/
Skoda Rapid I Рестайлинг,775000,2019,47000,лифтбек,белый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103143492-90ac1bad/
Skoda Rapid I Рестайлинг,920000,2019,40000,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103046944-dcda3d47/
Skoda Rapid I,700000,2017,123000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102939155-db783f6d/
Skoda Rapid I Рестайлинг,710000,2017,156000,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103685485-8b85c147/
Skoda Rapid I,520000,2016,160000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1094609212-1eee0efd/
Skoda Rapid I Рестайлинг,800000,2018,54000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103169141-2743ee96/
Skoda Rapid I,450000,2016,185000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103040976-390b4c7a/
Skoda Rapid I,680000,2017,72000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1086540834-4407b75e/
